5639
708	11996	4	1
709	11996	4	1
709	11997	4	1
709	11998	4	1
710	11996	4	1
710	11997	4	1
710	11999	4	1
710	12000	4	1
710	12001	4	1
711	11998	4	1
711	12002	4	1
712	11996	4	1
713	12002	4	1
714	11997	4	1
714	11998	4	1
714	12000	4	1
714	12001	4	1
715	12000	4	1
715	12001	4	1
715	12003	4	1
716	11997	4	1
716	12001	4	1
717	11997	4	1
717	11998	4	1
717	12002	4	1
717	12003	4	1
717	12004	4	1
717	12005	4	1
718	11996	4	1
718	12000	4	1
718	12001	4	1
718	12006	4	1
719	12007	4	1
720	11997	4	1
720	12000	4	1
720	12001	4	1
720	12004	4	1
720	12008	4	1
721	12000	4	1
721	12001	4	1
722	12001	4	1
723	12004	4	1
724	12001	4	1
724	12004	4	1
725	12002	4	1
726	11997	4	1
726	12001	4	1
727	11998	4	1
727	12000	4	1
727	12001	4	1
727	12006	4	1
728	11997	4	1
728	11998	4	1
728	12001	4	1
728	12004	4	1
728	12009	4	1
728	12010	4	1
729	11997	4	1
729	12000	4	1
729	12001	4	1
730	12007	4	1
731	12007	4	1
732	11997	4	1
732	11998	4	1
732	12000	4	1
732	12003	4	1
733	12000	4	1
734	11997	4	1
734	12000	4	1
734	12004	4	1
735	12007	4	1
736	11997	4	1
736	11998	4	1
736	12001	4	1
736	12004	4	1
736	12011	4	1
737	11997	4	1
738	12006	4	1
739	12000	4	1
740	11997	4	1
740	11999	4	1
740	12000	4	1
740	12008	4	1
741	11997	4	1
741	12000	4	1
742	11997	4	1
742	12011	4	1
743	12007	4	1
744	12000	4	1
744	12001	4	1
744	12004	4	1
744	12012	4	1
745	11996	4	1
745	12000	4	1
745	12001	4	1
746	12001	4	1
746	12010	4	1
747	11997	4	1
747	11998	4	1
747	12010	4	1
747	12013	4	1
748	12014	4	1
749	11997	4	1
749	12000	4	1
749	12004	4	1
750	11996	4	1
750	12001	4	1
751	11997	4	1
751	11998	4	1
752	12010	4	1
753	11997	4	1
753	12000	4	1
754	12004	4	1
754	12009	4	1
754	12015	4	1
755	12010	4	1
756	11997	4	1
756	12000	4	1
756	12001	4	1
756	12016	4	1
757	11997	4	1
757	12000	4	1
757	12001	4	1
757	12004	4	1
757	12011	4	1
758	12007	4	1
759	11997	4	1
759	12000	4	1
759	12008	4	1
759	12017	4	1
760	12007	4	1
761	12007	4	1
762	12002	4	1
763	12007	4	1
764	12011	4	1
765	12007	4	1
766	11997	4	1
766	12000	4	1
766	12001	4	1
767	11996	4	1
768	11997	4	1
768	12000	4	1
768	12004	4	1
768	12016	4	1
769	12001	4	1
770	12007	4	1
771	11996	4	1
772	12001	4	1
772	12004	4	1
772	12006	4	1
773	12001	4	1
774	11996	4	1
774	12000	4	1
774	12002	4	1
775	11997	4	1
775	12000	4	1
775	12002	4	1
775	12004	4	1
775	12010	4	1
775	12015	4	1
775	12018	4	1
775	12019	4	1
776	12000	4	1
776	12001	4	1
777	12000	4	1
777	12001	4	1
778	12007	4	1
779	12000	4	1
779	12020	4	1
780	11997	4	1
780	11998	4	1
780	12000	4	1
780	12004	4	1
780	12009	4	1
780	12021	4	1
780	12022	4	1
781	11997	4	1
781	12000	4	1
781	12001	4	1
781	12004	4	1
781	12008	4	1
782	11996	4	1
782	12001	4	1
783	11997	4	1
783	12010	4	1
784	12010	4	1
785	12007	4	1
786	11996	4	1
786	12001	4	1
786	12006	4	1
786	12010	4	1
787	12007	4	1
788	12007	4	1
789	12000	4	1
789	12001	4	1
789	12010	4	1
789	12023	4	1
789	12024	4	1
790	11997	4	1
791	11997	4	1
791	12000	4	1
791	12001	4	1
791	12004	4	1
792	11997	4	1
792	12000	4	1
792	12004	4	1
793	12000	4	1
793	12001	4	1
794	12007	4	1
795	12001	4	1
796	12001	4	1
797	11997	4	1
797	12000	4	1
798	11997	4	1
798	12000	4	1
799	12007	4	1
800	12007	4	1
801	12001	4	1
801	12002	4	1
802	11997	4	1
802	12001	4	1
802	12004	4	1
802	12011	4	1
802	12015	4	1
803	11997	4	1
803	12000	4	1
803	12014	4	1
804	12001	4	1
805	12010	4	1
806	11997	4	1
806	12000	4	1
806	12001	4	1
806	12004	4	1
806	12008	4	1
806	12010	4	1
806	12015	4	1
807	12001	4	1
808	12007	4	1
809	12001	4	1
809	12025	4	1
810	12001	4	1
811	12014	4	1
812	12007	4	1
813	12007	4	1
814	12001	4	1
815	12006	4	1
816	12000	4	1
816	12001	4	1
816	12015	4	1
816	12016	4	1
817	12007	4	1
818	12001	4	1
819	12007	4	1
820	11997	4	1
820	11999	4	1
820	12000	4	1
821	11996	4	1
821	11997	4	1
821	12000	4	1
821	12001	4	1
822	11997	4	1
823	12001	4	1
823	12004	4	1
823	12006	4	1
823	12016	4	1
824	12001	4	1
825	11998	4	1
825	12001	4	1
826	12007	4	1
827	11997	4	1
827	11998	4	1
827	12008	4	1
827	12010	4	1
828	11997	4	1
828	11998	4	1
828	12000	4	1
828	12001	4	1
829	11997	4	1
830	11996	4	1
831	12001	4	1
832	12001	4	1
833	11996	4	1
834	12007	4	1
835	11996	4	1
835	12001	4	1
836	11996	4	1
836	12001	4	1
837	12000	4	1
837	12001	4	1
838	12000	4	1
838	12001	4	1
839	12007	4	1
840	12004	4	1
841	12001	4	1
841	12006	4	1
841	12014	4	1
842	12000	4	1
843	11997	4	1
843	12000	4	1
844	12026	4	1
845	12007	4	1
846	11998	4	1
846	11999	4	1
846	12001	4	1
846	12018	4	1
